interview__key;Date;hh_02;settlement;members;memnal;Weight;fdpurch;fdcons;fdout;Z1;nfdpurch;nonfdgif;durble;expend;monincome;totincome;nonmoninc;y1_3amd.1.00;y1_3amd.2.00;y1_3amd.3.00;y1_3amd.4.00;y1_3amd.6.00;y1_3amd.8.00;y1_3amd.9.00;y1_3amd.10.00;y1_3amd.13.00;y1_3amd.14.00;y1_3amd.15.00;y1_3amd.17.00;y1_3amd.18.00;y1_3amd.19.00;y1_3amd.23.00;y1_3amd.28.00;hhch_0_3_sum;hhch_4_5_sum;hhch_6_11_sum;hhch_12_17_sum;hheld_63_65_sum;hheld_66_70_sum;hheld_71_80_sum;hheld_over81_sum;hheld_over63_sum;headsex;headeduc;headmerstatus;headage;aec_r;poverty;pweight;ae_r;hous_01;hous_13;hous_16;hous_29_0__1;hous_29_0__2;hous_29_0__3;hous_29_0__4;hous_29_0__5;hous_29_0__6;hous_29_0__7;hous_39;hous_44;soc_01;soc_05;hous_47
00-76-91-88;2021,11;4,00;2,00;3,00;3,00;192,16;40215,18;0,00;0,00;1003,91;10833,33;6583,33;10833,33;69469,08;0,00;6583,33;6583,33;#ПУСТО!;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;58,00;29749,22;2,00;576,47;2,33;4,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;4,00;4,00;2,00;#ПУСТО!;1,00
00-77-16-96;2021,11;6,00;1,00;3,00;3,00;156,33;71022,92;6300,99;8364,58;3204,50;63465,18;32183,33;0,00;184541,50;186000,00;224484,32;38484,32;#ПУСТО!;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;15000,00;171000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;38,00;93383,53;1,00;468,99;2,06;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
00-78-98-01;2021,08;9,00;1,00;5,00;5,00;117,45;122448,81;0,00;0,00;1901,77;58858,63;33258,33;0,00;216467,54;180000,00;213258,33;33258,33;180000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;2,00;1,00;39,00;72264,98;1,00;587,27;3,30;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
00-84-19-94;2021,10;9,00;2,00;4,00;4,00;117,31;49318,45;73002,52;0,00;2372,67;26877,98;28858,33;0,00;180429,96;268916,67;370777,52;101860,85;34000,00;50000,00;75916,67;85000,00;24000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;2,00;3,00;3,00;65,00;58671,95;1,00;469,26;3,08;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;4,00;1,00;5,00;2,00
00-87-72-15;2021,05;5,00;2,00;5,00;5,00;156,84;42366,07;8080,01;0,00;2488,48;26233,63;79833,33;0,00;159001,53;280750,00;368663,34;87913,34;210000,00;#ПУСТО!;18750,00;52000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;6,00;1,00;64,00;74721,07;1,00;784,21;3,56;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;3,00;2,00;#ПУСТО!;1,00
00-96-06-33;2021,01;11,00;1,00;3,00;3,00;138,21;39172,32;0,00;0,00;2857,94;49946,43;29966,67;0,00;121943,36;69500,00;99466,67;29966,67;35000,00;#ПУСТО!;0,00;26500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;8000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;55,00;73693,38;1,00;414,64;2,38;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;4,00;2,00;#ПУСТО!;1,00
00-98-12-69;2021,09;6,00;1,00;3,00;3,00;156,33;90359,23;0,00;0,00;3068,53;40393,75;39933,33;0,00;173754,84;129000,00;168933,33;39933,33;68000,00;#ПУСТО!;0,00;61000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;#ПУСТО!;2,00;1,00;5,00;1,00;69,00;79948,65;1,00;468,99;2,60;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
01-00-65-68;2021,03;11,00;1,00;3,00;3,00;138,21;20965,77;0,00;0,00;1106,04;7736,31;9600,00;0,00;39408,13;62500,00;72100,00;9600,00;60000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;3,00;4,00;44,00;34632,97;2,00;414,64;2,60;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;4,00;2,00;#ПУСТО!;1,00
01-02-34-98;2021,06;5,00;1,00;5,00;5,00;192,64;39194,05;1477,69;0,00;61210,75;825,60;21050,00;0,00;123758,09;210000,00;232527,69;22527,69;110000,00;100000,00;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;5,00;3,00;61,00;35664,61;2,00;963,19;3,56;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;#ПУСТО!
01-03-81-78;2021,09;7,00;1,00;2,00;2,00;199,57;51599,70;0,00;0,00;1780,22;11949,40;16400,00;0,00;81729,33;286000,00;302400,00;16400,00;185000,00;#ПУСТО!;0,00;101000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;2,00;1,00;5,00;1,00;69,00;58335,34;1,00;399,14;1,83;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
01-07-97-74;2021,07;11,00;1,00;6,00;6,00;138,21;81473,21;0,00;0,00;2878,59;37434,23;58066,67;0,00;179852,70;120000,00;178066,67;58066,67;86000,00;#ПУСТО!;0,00;#ПУСТО!;34000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;2,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;3,00;3,00;62,00;40642,76;2,00;829,28;4,51;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;4,00;1,00;10,00;1,00
01-09-05-58;2021,10;1,00;1,00;1,00;1,00;24,03;44125,89;0,00;0,00;730,21;9776,79;15800,00;0,00;70432,89;68000,00;83800,00;15800,00;#ПУСТО!;#ПУСТО!;0,00;68000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;7,00;2,00;78,00;79022,47;1,00;24,03;1,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;#ПУСТО!
01-09-59-96;2021,04;7,00;2,00;6,00;6,00;259,53;94313,39;80987,63;0,00;4412,89;112286,01;25983,33;0,00;317983,26;552500,00;659470,96;106970,96;#ПУСТО!;280000,00;272500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;5,00;1,00;60,00;64175,88;1,00;1557,17;4,27;1,00;1,00;1,00;-999999999,00;-999999999,00;-999999999,00;-999999999,00;-999999999,00;-999999999,00;-999999999,00;2,00;3,00;2,00;#ПУСТО!;1,00
01-09-78-89;2021,12;8,00;1,00;3,00;3,00;185,77;266667,26;0,00;0,00;2550,68;149910,71;44000,00;0,00;463128,66;303500,00;347500,00;44000,00;#ПУСТО!;65000,00;0,00;#ПУСТО!;28500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;210000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;3,00;4,00;36,00;129498,51;1,00;557,31;2,06;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;3,00;3,00;1,00;5,00;1,00
01-10-36-54;2021,03;1,00;1,00;2,00;2,00;310,21;38086,01;0,00;15208,33;1392,09;48361,49;30900,00;0,00;133947,92;290000,00;320900,00;30900,00;290000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;30,00;82059,26;1,00;620,43;1,83;2,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;#ПУСТО!
01-11-31-02;2021,06;11,00;2,00;1,00;1,00;99,80;50839,29;17255,86;0,00;2046,72;14013,99;33083,33;0,00;117239,18;97600,00;147939,19;50339,19;#ПУСТО!;#ПУСТО!;0,00;37600,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;60000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;2,00;3,00;79,00;69881,83;1,00;99,80;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;4,00;4,00;2,00;#ПУСТО!;2,00
01-14-66-45;2021,11;5,00;2,00;5,00;5,00;156,84;25550,00;0,00;0,00;1642,89;4671,13;22850,00;0,00;54714,02;136000,00;158850,00;22850,00;100000,00;#ПУСТО!;0,00;#ПУСТО!;36000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;39,00;37912,36;2,00;784,21;3,30;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;1,00;4,00;1,00
01-20-65-53;2021,04;8,00;1,00;2,00;2,00;185,77;74499,11;0,00;0,00;6522,73;22486,61;50866,67;0,00;154375,11;60000,00;110866,67;50866,67;60000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;5,00;3,00;49,00;94799,31;1,00;371,54;1,83;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;3,00;3,00;2,00;#ПУСТО!;1,00
01-23-34-96;2021,05;3,00;1,00;2,00;2,00;91,06;43626,19;1729,47;0,00;2891,76;20754,46;23200,00;0,00;92201,88;220000,00;244929,47;24929,47;220000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;61,00;55317,47;1,00;182,13;1,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
01-34-06-63;2021,10;11,00;2,00;2,00;2,00;99,80;44690,77;26800,69;0,00;2733,99;132011,01;23495,83;0,00;229732,30;210316,67;260613,19;50296,52;#ПУСТО!;160000,00;11616,67;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;4500,00;34200,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;51,00;127216,02;1,00;199,59;1,83;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;4,00;4,00;2,00;#ПУСТО!;1,00
01-37-25-09;2021,01;1,00;1,00;5,00;5,00;164,70;65330,65;0,00;3258,93;2752,36;56062,50;71891,67;0,00;199296,11;370000,00;441891,67;71891,67;370000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;50,00;89646,65;1,00;823,52;3,56;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;2,00
01-37-71-26;2021,03;8,00;1,00;2,00;2,00;185,77;69350,00;0,00;0,00;4652,61;20683,33;64208,33;0,00;158894,28;238400,00;302608,33;64208,33;#ПУСТО!;#ПУСТО!;0,00;110000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;128400,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;2,00;1,00;3,00;1,00;68,00;86821,48;1,00;371,54;1,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;3,00;3,00;2,00;#ПУСТО!;1,00
01-39-12-98;2021,09;4,00;1,00;1,00;1,00;109,82;30655,65;0,00;0,00;564,48;0,00;12200,00;13750,00;57170,13;83000,00;95200,00;12200,00;83000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;4,00;4,00;59,00;58397,60;1,00;109,82;1,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
01-39-63-94;2021,04;1,00;1,00;4,00;4,00;317,29;80408,63;531,24;0,00;4478,10;16099,11;26950,00;0,00;128467,08;601885,00;629366,24;27481,24;200000,00;150000,00;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;251885,00;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;35,00;48944,60;1,00;1269,15;2,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
01-40-07-82;2021,09;7,00;1,00;3,00;3,00;199,57;59638,39;0,00;4779,76;2815,54;33566,96;23100,00;8750,00;132650,66;245000,00;268100,00;23100,00;245000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;58,00;62380,64;1,00;598,71;2,60;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
01-41-31-81;2021,07;11,00;2,00;2,00;2,00;99,80;58704,17;27005,25;6517,86;2728,71;50782,44;16793,48;10000,00;172531,90;185708,33;229507,06;43798,73;150000,00;#ПУСТО!;208,33;26500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;9000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;3,00;3,00;50,00;98413,88;1,00;199,59;1,83;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;4,00;4,00;2,00;#ПУСТО!;1,00
01-42-04-75;2021,06;2,00;2,00;2,00;2,00;39,33;60268,45;22422,82;0,00;1940,66;16261,90;17800,00;0,00;118693,84;147208,33;187431,16;40222,82;#ПУСТО!;#ПУСТО!;87208,33;60000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;2,00;5,00;3,00;63,00;72416,60;1,00;78,66;1,83;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;4,00;3,00;2,00;#ПУСТО!;1,00
01-42-46-85;2021,03;1,00;1,00;7,00;7,00;21,48;128553,87;0,00;0,00;3461,46;72946,73;330291,67;0,00;535253,72;362000,00;692291,67;330291,67;#ПУСТО!;300000,00;0,00;62000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;1,00;#ПУСТО!;#ПУСТО!;2,00;1,00;6,00;1,00;46,00;103188,68;1,00;150,37;5,20;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
01-44-25-83;2021,05;9,00;1,00;1,00;1,00;117,45;44582,14;0,00;0,00;930,21;5083,93;8475,00;0,00;59071,28;81500,00;89975,00;8475,00;#ПУСТО!;#ПУСТО!;0,00;53000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;28500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;5,00;3,00;73,00;65742,00;1,00;117,45;1,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
01-45-97-09;2021,03;4,00;2,00;7,00;7,00;192,16;23898,81;21835,96;0,00;3018,96;23951,19;74000,00;0,00;146704,92;191633,33;287469,30;95835,96;#ПУСТО!;#ПУСТО!;23800,00;58000,00;#ПУСТО!;83333,33;26500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;3,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;60,00;45355,36;2,00;1345,10;4,72;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;3,00;2,00;#ПУСТО!;#ПУСТО!
01-46-21-67;2021,06;2,00;2,00;4,00;4,00;326,39;67090,48;0,00;0,00;1656,94;34720,83;23458,33;0,00;126926,59;220000,00;243458,33;23458,33;220000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;52,00;58918,32;1,00;1305,56;2,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
01-49-46-88;2021,01;9,00;1,00;1,00;1,00;117,45;13948,21;16967,32;0,00;1180,82;564,88;21800,00;0,00;54461,23;72691,67;111458,98;38767,32;#ПУСТО!;#ПУСТО!;4291,67;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;68400,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;3,00;3,00;62,00;78573,38;1,00;117,45;1,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;3,00;2,00;#ПУСТО!;1,00
01-49-72-51;2021,08;2,00;2,00;1,00;1,00;39,33;37595,00;0,00;0,00;1809,49;4410,42;10100,00;0,00;53914,91;52000,00;62100,00;10100,00;#ПУСТО!;#ПУСТО!;0,00;52000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;1,00;2,00;3,00;78,00;118126,06;1,00;39,33;0,75;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;#ПУСТО!
01-51-57-80;2021,08;8,00;1,00;6,00;6,00;185,77;49818,15;0,00;0,00;3610,01;43256,85;50658,33;0,00;147343,34;234000,00;284658,33;50658,33;148000,00;#ПУСТО!;0,00;86000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;1,00;2,00;1,00;3,00;1,00;82,00;43880,72;2,00;1114,61;4,27;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
